Step;Time[fs];Kin.[a.u.];Temp[K];Pot.[a.u.];Cons Qty;Used time
5598;11196;0.201344468;333.7505426;-1.123517057;-0.981714786;0.022530974
5599;11198;0.199736249;331.0847433;-1.124091434;-0.981753342;0.022171282
5600;11200;0.198408116;328.8832179;-1.123451178;-0.981777086;0.021756547
5601;11202;0.193899916;321.4103819;-1.121349945;-0.981762553;0.029102996
5602;11204;0.18925758;313.7152001;-1.118122009;-0.981705509;0.022253723
5603;11206;0.188590036;312.6086738;-1.114552411;-0.981632199;0.021950349
5604;11208;0.183838092;304.7318054;-1.111624534;-0.981586877;0.022689877
5605;11210;0.185826805;308.0283151;-1.110031936;-0.981603383;0.023492618
5606;11212;0.183288486;303.8207719;-1.10967528;-0.981674587;0.022248172
5607;11214;0.182095292;301.8429228;-1.109698581;-0.9817476;0.022914827
5608;11216;0.183426416;304.0494066;-1.109206331;-0.981767448;0.030416752
5609;11218;0.181433729;300.7463094;-1.107870883;-0.98173181;0.022509385
5610;11220;0.181085452;300.1690012;-1.106072079;-0.981676028;0.022464103
5611;11222;0.175917625;291.6027619;-1.104664882;-0.981631359;0.021896443
5612;11224;0.175106013;290.2574251;-1.104450903;-0.98161033;0.022507624
5613;11226;0.180966876;299.9724491;-1.105792507;-0.981616889;0.021801492
5614;11228;0.183331527;303.8921173;-1.108489345;-0.981653265;0.022326156
5615;11230;0.182817397;303.0398911;-1.111917447;-0.981715695;0.021349842
5616;11232;0.184302604;305.5017846;-1.115253964;-0.981789292;0.029223545
5617;11234;0.185258472;307.0862402;-1.117505807;-0.981850156;0.022058736
5618;11236;0.185608189;307.6659344;-1.117749013;-0.981873598;0.021711277
5619;11238;0.182556522;302.6074619;-1.115598596;-0.981843585;0.021899103
5620;11240;0.177257984;293.8245534;-1.111550637;-0.981761685;0.022276392
5621;11242;0.171516119;284.306782;-1.106817457;-0.981649607;0.022526508
5622;11244;0.164838011;273.2370856;-1.103174942;-0.981549988;0.022457997
5623;11246;0.163434142;270.9100187;-1.102252543;-0.981504895;0.029096455
5624;11248;0.165464693;274.2758803;-1.104757262;-0.981534543;0.022313239
5625;11250;0.173189314;287.0802874;-1.110197268;-0.981631022;0.021929354
5626;11252;0.178392298;295.704803;-1.117057872;-0.981761311;0.023216909
5627;11254;0.186397887;308.9749455;-1.123256023;-0.981876279;0.023139574
5628;11256;0.188171718;311.9152643;-1.127105757;-0.981931277;0.021932322
5629;11258;0.190545748;315.85048;-1.127694417;-0.981907885;0.023073713
5630;11260;0.191384275;317.2404303;-1.125232205;-0.981826786;0.029076396
5631;11262;0.186088823;308.4626379;-1.120764538;-0.981731134;0.022037761
5632;11264;0.180041392;298.4383573;-1.115755987;-0.981657453;0.021623244
5633;11266;0.173739376;287.9920744;-1.111447601;-0.981614235;0.021838424
5634;11268;0.171055007;283.5424381;-1.108616049;-0.981589801;0.021578016
5635;11270;0.169442189;280.8690166;-1.107653237;-0.981574736;0.022199218
5636;11272;0.169104262;280.3088653;-1.108782534;-0.981576535;0.030478268
5637;11274;0.171987124;285.0875243;-1.111980662;-0.981608888;0.023024667
5638;11276;0.180305643;298.8763829;-1.116762072;-0.981676584;0.022979082
5639;11278;0.187953557;311.553639;-1.122097807;-0.981768232;0.022345036
5640;11280;0.195087766;323.3793741;-1.126502812;-0.981852967;0.022155486
5641;11282;0.195093152;323.3883009;-1.128714763;-0.981899449;0.02208189
5642;11284;0.193419651;320.6142902;-1.128146697;-0.981897284;0.029177277
5643;11286;0.189800693;314.6154702;-1.124942509;-0.981856317;0.021917499
5644;11288;0.185125035;306.8650545;-1.119814706;-0.981791992;0.022572438
5645;11290;0.178424623;295.7583858;-1.113761444;-0.981720977;0.021568411
5646;11292;0.172925541;286.6430542;-1.107919484;-0.981664817;0.021414231
5647;11294;0.169017886;280.1656882;-1.103077041;-0.981633165;0.021331819
5648;11296;0.166891471;276.6409209;-1.099693485;-0.981615953;0.029857343
5649;11298;0.16418712;272.1581623;-1.097998014;-0.98160623;0.022461356
5650;11300;0.166695429;276.3159604;-1.097969274;-0.98161089;0.022593162
5651;11302;0.163578296;271.1489699;-1.099430923;-0.981635563;0.022010158
5652;11304;0.165969352;275.1124081;-1.102052395;-0.981673821;0.022269577
5653;11306;0.171984536;285.0832352;-1.105268601;-0.981715813;0.022028689
5654;11308;0.176587424;292.7130262;-1.108408072;-0.981753795;0.023350601
5655;11310;0.179510842;297.5589125;-1.110869397;-0.981778837;0.022416525
5656;11312;0.17744397;294.1328466;-1.112272623;-0.981783099;0.029520368
5657;11314;0.179361556;297.3114549;-1.112640887;-0.981768055;0.021344911
5658;11316;0.180437571;299.0950675;-1.11229001;-0.981737238;0.022657342
5659;11318;0.178852875;296.4682604;-1.111762322;-0.981697414;0.021833526
5660;11320;0.175711118;291.2604541;-1.111714902;-0.981665604;0.022519662
5661;11322;0.177425565;294.1023375;-1.11269041;-0.98166311;0.022067345
5662;11324;0.180142672;298.6062412;-1.114776062;-0.981700743;0.028394305
5663;11326;0.18467835;306.1246244;-1.117392661;-0.981772355;0.021367934
5664;11328;0.18953111;314.1686068;-1.119432735;-0.981851273;0.022660085
5665;11330;0.19442248;322.2765889;-1.119683786;-0.981890657;0.021336447
5666;11332;0.193550356;320.830948;-1.11745194;-0.981847588;0.023022905
5667;11334;0.187676983;311.0951882;-1.113267854;-0.981728896;0.022745451
5668;11336;0.183327572;303.8855611;-1.108903741;-0.981599347;0.02977471
5669;11338;0.180888252;299.8421207;-1.106287562;-0.981528189;0.023038514
5670;11340;0.181637476;301.084042;-1.106399176;-0.981549707;0.022145818
5671;11342;0.183890443;304.8185813;-1.108914999;-0.981652041;0.022418937
5672;11344;0.1901937;315.2669217;-1.112337674;-0.981780819;0.022018382
5673;11346;0.196044701;324.9655973;-1.114641126;-0.981864196;0.022620179
5674;11348;0.197357297;327.1413692;-1.114383208;-0.981867167;0.028843526
5675;11350;0.196207167;325.2349039;-1.111322667;-0.981797049;0.02235533
5676;11352;0.191177;316.89685;-1.106324043;-0.981673221;0.022155873
5677;11354;0.186829494;309.6903814;-1.101105982;-0.981533608;0.022743534
5678;11356;0.184112003;305.1858413;-1.097610842;-0.981430499;0.021722613
5679;11358;0.185708845;307.8327822;-1.097302768;-0.981407381;0.021515331
5680;11360;0.190328353;315.4901248;-1.100529982;-0.981480059;0.029316698
5681;11362;0.194515488;322.43076;-1.10628335;-0.981626386;0.02170046
5682;11364;0.197859636;327.9740512;-1.112574819;-0.981777484;0.022663863
5683;11366;0.203367539;337.1040057;-1.117427717;-0.981852474;0.022647724
5684;11368;0.20681146;342.812683;-1.11987854;-0.981822915;0.02243321
5685;11370;0.20950317;347.2744871;-1.120125465;-0.981723433;0.030204787
5686;11372;0.213914081;354.5860556;-1.119395827;-0.981620503;0.02339299
5687;11374;0.212176656;351.7060825;-1.119031476;-0.981566019;0.022221557
5688;11376;0.214394866;355.3830103;-1.11976686;-0.981569137;0.021961285
5689;11378;0.215102712;356.5563416;-1.121504796;-0.981611889;0.022300473
5690;11380;0.218980739;362.9845975;-1.123609197;-0.981671778;0.021579944
5691;11382;0.223266795;370.0892046;-1.125154377;-0.981724773;0.030629364
5692;11384;0.221231355;366.7152397;-1.125304157;-0.981741142;0.021999607
5693;11386;0.219710913;364.1949404;-1.123878495;-0.981704791;0.022131719
5694;11388;0.217218739;360.063888;-1.12134618;-0.981632797;0.021973367
5695;11390;0.214844981;356.1291251;-1.118562774;-0.981569161;0.021943656
5696;11392;0.208159305;345.0468828;-1.11632948;-0.981540914;0.022927284
5697;11394;0.203947535;338.0654127;-1.115158243;-0.981540566;0.029320022
5698;11396;0.198421038;328.904637;-1.115255756;-0.981547817;0.022384406
5699;11398;0.202192011;335.1554383;-1.11662717;-0.981552966;0.02164766
5700;11400;0.204618987;339.1784172;-1.119218453;-0.981562474;0.022035009
5701;11402;0.206151987;341.7195334;-1.122918624;-0.981593069;0.02149903
5702;11404;0.210970882;349.7073806;-1.127305093;-0.981656844;0.02175233
5703;11406;0.209824058;347.8063945;-1.131460028;-0.981745937;0.030034827
5704;11408;0.21356859;354.0133672;-1.134303748;-0.981831054;0.022313224
5705;11410;0.212321484;351.9461516;-1.1347264;-0.981872319;0.021385468
5706;11412;0.213190285;353.3862847;-1.132034066;-0.981846217;0.023120169
5707;11414;0.203844102;337.8939611;-1.126591886;-0.981768024;0.023211273
5708;11416;0.19650892;325.7350913;-1.119647116;-0.981675597;0.022138099
5709;11418;0.189933568;314.8357249;-1.112567253;-0.98159456;0.029297366
5710;11420;0.186554851;309.2351305;-1.106493737;-0.981532596;0.023226901
5711;11422;0.184714098;306.1838814;-1.102313406;-0.981495131;0.02144829
5712;11424;0.184668407;306.1081431;-1.100564541;-0.981493406;0.022168922
5713;11426;0.183805436;304.6776732;-1.101299821;-0.981532243;0.022139743
5714;11428;0.185667628;307.7644609;-1.10402939;-0.981601351;0.023981448
5715;11430;0.188179155;311.9275932;-1.107790568;-0.981682821;0.022302136
5716;11432;0.187394541;310.6270083;-1.111375292;-0.981760232;0.028782314
5717;11434;0.188112403;311.8169444;-1.11374217;-0.981815347;0.021947961
5718;11436;0.189818843;314.6455557;-1.114153283;-0.981822604;0.021793894
5719;11438;0.18493284;306.5464692;-1.112613008;-0.981769003;0.022606342
5720;11440;0.182651558;302.7649936;-1.11001737;-0.981672085;0.021201563
5721;11442;0.179144706;296.9520019;-1.107880154;-0.981572814;0.021998644
5722;11444;0.180486892;299.1768227;-1.107635576;-0.981511801;0.030089536
5723;11446;0.182009688;301.7010251;-1.110132028;-0.981517219;0.022719321
5724;11448;0.185916131;308.1763822;-1.115313736;-0.981592643;0.021198735
5725;11450;0.191526751;317.4766006;-1.122143854;-0.981713806;0.022022195
5726;11452;0.197244311;326.9540835;-1.128971158;-0.981837557;0.021152396
5727;11454;0.203025579;336.537169;-1.134081543;-0.981921451;0.021355082
5728;11456;0.205107271;339.9878019;-1.136256526;-0.981942196;0.028944913
5729;11458;0.204036281;338.2125183;-1.13510517;-0.981897736;0.022686616
5730;11460;0.202707957;336.0106757;-1.131205279;-0.981801104;0.021745493
5731;11462;0.198982032;329.8345466;-1.125986109;-0.981681548;0.021696336
5732;11464;0.194533425;322.4604919;-1.121161642;-0.981580042;0.02170996
5733;11466;0.191170921;316.8867725;-1.118232721;-0.981538615;0.0218851
5734;11468;0.190306734;315.4542878;-1.117772953;-0.981573837;0.030258279
5735;11470;0.188174286;311.919522;-1.119287003;-0.981666459;0.02285623
5736;11472;0.188367441;312.2396969;-1.121559505;-0.981773661;0.022545664
5737;11474;0.193935645;321.4696058;-1.123175269;-0.981853782;0.02137746
5738;11476;0.193217186;320.278681;-1.122958759;-0.981881533;0.022546965
5739;11478;0.187873692;311.4212545;-1.120588186;-0.981854671;0.021404037
5740;11480;0.183534329;304.2282842;-1.116647171;-0.981793824;0.029629275
5741;11482;0.177806352;294.7335335;-1.112117877;-0.981726477;0.021841087
5742;11484;0.173776629;288.053826;-1.108157812;-0.98166486;0.021208016
5743;11486;0.171222568;283.8201896;-1.10583497;-0.981602499;0.021471462
5744;11488;0.170997759;283.4475435;-1.106090137;-0.981552919;0.021817551
5745;11490;0.173007349;286.7786599;-1.109591182;-0.98155619;0.021206578
5746;11492;0.181352342;300.6114008;-1.116247493;-0.981631717;0.028679393
5747;11494;0.187205833;310.3142044;-1.124910927;-0.981760512;0.022324449
5748;11496;0.196095591;325.0499534;-1.133649777;-0.981903298;0.021871337
5749;11498;0.199919897;331.3891598;-1.140380824;-0.982012827;0.021149297
5750;11500;0.201614693;334.1984702;-1.143652827;-0.98204552;0.02106662
5751;11502;0.197384643;327.1866985;-1.143216201;-0.981984743;0.021959325
5752;11504;0.194528789;322.4528076;-1.140094936;-0.981860554;0.029571884
5753;11506;0.189555019;314.2082379;-1.136109267;-0.981738888;0.021482826
5754;11508;0.185045634;306.7334373;-1.133008841;-0.981677037;0.020995311
5755;11510;0.182520231;302.5473057;-1.131657971;-0.981685619;0.021676946
5756;11512;0.180375406;298.9920223;-1.131920303;-0.98173577;0.022005855
5757;11514;0.183592196;304.3242057;-1.13305653;-0.981792557;0.021400905
5758;11516;0.18146886;300.8045424;-1.134250842;-0.981835465;0.028512834
5759;11518;0.182627131;302.7245042;-1.134872644;-0.981858263;0.021935601
5760;11520;0.180317469;298.8959855;-1.134559521;-0.981860952;0.021691535
5761;11522;0.179484394;297.515073;-1.133294669;-0.981846025;0.022499914
5762;11524;0.175783932;291.3811509;-1.13131659;-0.981818351;0.023353029
5763;11526;0.173196752;287.0926159;-1.129095767;-0.981786849;0.022382086
5764;11528;0.173263347;287.2030053;-1.127125741;-0.981760289;0.021340458
5765;11530;0.172469805;285.8876216;-1.12578288;-0.981743118;0.029936641
5766;11532;0.173988526;288.4050687;-1.125201444;-0.981732482;0.021242074
5767;11534;0.174558158;289.3492961;-1.125466393;-0.981725953;0.021722956
5768;11536;0.174440957;289.1550231;-1.126653744;-0.981728707;0.022142242
5769;11538;0.176150122;291.9881503;-1.128730185;-0.981751293;0.021342253
5770;11540;0.179499687;297.540422;-1.131410748;-0.981797354;0.021988405
5771;11542;0.185721583;307.8538968;-1.133934493;-0.981853423;0.029532863
5772;11544;0.186552188;309.2307167;-1.135463657;-0.981898127;0.021270569
5773;11546;0.189574895;314.2411851;-1.135405214;-0.981914396;0.022098794
5774;11548;0.187391109;310.6213193;-1.133529853;-0.981893775;0.022130969
5775;11550;0.186061867;308.417956;-1.130144551;-0.981842507;0.028732787
5776;11552;0.183526753;304.2157256;-1.125936488;-0.981779178;0.021790791
5777;11554;0.176921552;293.2668803;-1.12172614;-0.981722943;0.022138396
5778;11556;0.173566462;287.7054508;-1.118330484;-0.981684415;0.021641656
5779;11558;0.172120595;285.3087678;-1.116245262;-0.981663848;0.022103286
5780;11560;0.17079441;283.110471;-1.115693127;-0.981662132;0.028331827
5781;11562;0.173120695;286.9665432;-1.116636148;-0.981685385;0.021984113
5782;11564;0.173262844;287.2021701;-1.118671966;-0.981736625;0.023233399
5783;11566;0.17534073;290.6464956;-1.121039708;-0.981800085;0.022720017
5784;11568;0.178395054;295.7093723;-1.122852092;-0.981839107;0.021705491
5785;11570;0.179085088;296.8531787;-1.123513881;-0.981825092;0.029127103
5786;11572;0.177992049;295.0413468;-1.123081076;-0.98177163;0.021281869
5787;11574;0.1783043;295.5589378;-1.122204735;-0.981717772;0.021477164
5788;11576;0.181138396;300.2567628;-1.121525641;-0.981680658;0.021669667
5789;11578;0.182160551;301.951097;-1.121449795;-0.981657315;0.021552699
5790;11580;0.178753311;296.3032223;-1.122247661;-0.981643966;0.020951468
5791;11582;0.180054386;298.459896;-1.124131102;-0.981649835;0.028373307
5792;11584;0.182613191;302.701396;-1.127053734;-0.981684642;0.022852744
5793;11586;0.185667387;307.7640619;-1.130394683;-0.981746455;0.021207395
5794;11588;0.188300477;312.1286966;-1.133330332;-0.981812713;0.022109106
5795;11590;0.192222736;318.6302718;-1.134951115;-0.981848088;0.022981262
5796;11592;0.195332417;323.7849084;-1.134564995;-0.981832779;0.02265905
5797;11594;0.192453043;319.0120304;-1.132274122;-0.981779611;0.029212215
5798;11596;0.188683819;312.7641285;-1.128891249;-0.98171547;0.021680155
5799;11598;0.188374278;312.2510306;-1.125336481;-0.981661992;0.021125536
5800;11600;0.186358206;308.9091706;-1.122279385;-0.981631434;0.021947712
5801;11602;0.182787765;302.9907718;-1.120069808;-0.981628069;0.021911645
5802;11604;0.183687167;304.4816302;-1.118675132;-0.981647381;0.021695327
5803;11606;0.186528471;309.1914036;-1.11769845;-0.981673015;0.028365241
5804;11608;0.188006843;311.6419664;-1.116638234;-0.981683023;0.022270103
5805;11610;0.187582841;310.9391368;-1.115327216;-0.981669091;0.021138627
5806;11612;0.188769552;312.9062411;-1.113870366;-0.981640433;0.022027816
5807;11614;0.185421958;307.357236;-1.112589761;-0.981609295;0.021842304
5808;11616;0.184965553;306.6006942;-1.112025875;-0.981583524;0.031333947
5809;11618;0.1823074;302.1945155;-1.112674011;-0.98157487;0.021729342
5810;11620;0.186245828;308.7228915;-1.114687376;-0.981602833;0.021980887
5811;11622;0.190506123;315.7847974;-1.117603454;-0.981675931;0.022574304
5812;11624;0.190631869;315.9932345;-1.120354081;-0.981773262;0.02138517
5813;11626;0.191554617;317.5227919;-1.121696038;-0.981853273;0.020958573
5814;11628;0.190063478;315.0510652;-1.120618765;-0.98187532;0.021642721
5815;11630;0.185634257;307.7091449;-1.116920168;-0.981829023;0.028577996
5816;11632;0.183087385;303.487426;-1.111216113;-0.981740676;0.022417293
5817;11634;0.174823856;289.7897203;-1.104688866;-0.981646242;0.022561888
5818;11636;0.168017279;278.5070711;-1.098767513;-0.981570629;0.022397652
5819;11638;0.165313802;274.0257614;-1.094617023;-0.981523406;0.022277698
5820;11640;0.164770273;273.1248032;-1.092878775;-0.981512194;0.022716805
5821;11642;0.165082752;273.642771;-1.09368146;-0.981548962;0.029339816
5822;11644;0.17070833;282.9677836;-1.096436602;-0.981633519;0.022252436
5823;11646;0.171176164;283.74327;-1.099876398;-0.981727818;0.023614071
5824;11648;0.174128241;288.636661;-1.102730518;-0.981771198;0.022018624
5825;11650;0.176737655;292.9620512;-1.104439339;-0.981734002;0.022060983
5826;11652;0.180240792;298.7688859;-1.105421462;-0.981646547;0.021556939
5827;11654;0.183342495;303.9102983;-1.106773304;-0.981575127;0.028511518
5828;11656;0.186609662;309.3259866;-1.109399748;-0.981574045;0.023194021
5829;11658;0.191221998;316.9714384;-1.113301634;-0.981652857;0.022192379
5830;11660;0.192727747;319.467383;-1.117471687;-0.981771629;0.022135914
5831;11662;0.194679471;322.70258;-1.120335117;-0.981862029;0.02219036
5832;11664;0.195041355;323.3024414;-1.120684012;-0.981871952;0.021826538
5833;11666;0.192478958;319.0549883;-1.118294702;-0.981798451;0.029259728
5834;11668;0.187309693;310.4863634;-1.11415539;-0.981680988;0.022704632
5835;11670;0.182079091;301.8160671;-1.109976698;-0.981564391;0.022905755
5836;11672;0.182507803;302.5267044;-1.107428059;-0.981478498;0.021190523
5837;11674;0.180509411;299.2141503;-1.107765018;-0.981447658;0.022078569
5838;11676;0.182315814;302.2084623;-1.111496137;-0.98148856;0.021351001
5839;11678;0.185678115;307.7818443;-1.118131526;-0.98159585;0.030080189
5840;11680;0.194180889;321.8761248;-1.126206444;-0.981735381;0.02258986
5841;11682;0.203495904;337.3167837;-1.133639758;-0.981858937;0.021677552
5842;11684;0.207269075;343.5712298;-1.138604149;-0.98193781;0.021552361
5843;11686;0.209382702;347.0747978;-1.139824778;-0.981964;0.022758388
5844;11688;0.20367888;337.6200867;-1.136920474;-0.981936016;0.029937417
5845;11690;0.194604081;322.5776128;-1.130392692;-0.981851465;0.022714855
5846;11692;0.182544964;302.5883028;-1.121705042;-0.981722332;0.022109219
5847;11694;0.176512217;292.5883627;-1.112812293;-0.981580522;0.021868849
5848;11696;0.167356818;277.412285;-1.105885422;-0.981473637;0.027807971
5849;11698;0.162973349;270.1462047;-1.102607691;-0.981443971;0.022372274
5850;11700;0.160707814;266.3908311;-1.103528537;-0.981503433;0.022630855
5851;11702;0.164314353;272.3690651;-1.107879684;-0.981621825;0.021660902
5852;11704;0.168744721;279.7128859;-1.113988039;-0.981742973;0.029609466
5853;11706;0.174193508;288.7448487;-1.120064163;-0.981822302;0.023076724
5854;11708;0.179040905;296.7799414;-1.124981729;-0.981849369;0.022907041
5855;11710;0.183282099;303.8101856;-1.128246146;-0.981833916;0.021655369
5856;11712;0.184392258;305.6503949;-1.130026008;-0.981795819;0.021983238
5857;11714;0.186522396;309.1813332;-1.130879123;-0.981757523;0.021598038
5858;11716;0.188799244;312.9554579;-1.131273503;-0.981735051;0.022427726
5859;11718;0.190730301;316.1563973;-1.131369183;-0.981733331;0.028995804
5860;11720;0.191110102;316.7859586;-1.131049815;-0.981747351;0.022636398
5861;11722;0.191414548;317.2906116;-1.129946993;-0.981766249;0.021791114
5862;11724;0.187297769;310.4665992;-1.127701842;-0.981775501;0.02252504
5863;11726;0.18574379;307.8907083;-1.124163295;-0.981762143;0.022976261
5864;11728;0.181113176;300.2149577;-1.119472765;-0.981722676;0.021904659
5865;11730;0.174215348;288.7810501;-1.114303076;-0.981668129;0.022513016
5866;11732;0.168855199;279.8960156;-1.109450586;-0.981612769;0.03004275
5867;11734;0.166327697;275.7064034;-1.10569453;-0.98156815;0.023882905
5868;11736;0.16650173;275.9948822;-1.103709126;-0.981543649;0.02196075
5869;11738;0.166313535;275.6829283;-1.103870909;-0.981545743;0.02253847
5870;11740;0.168291981;278.9624197;-1.106126294;-0.981577473;0.02255216
5871;11742;0.173373022;287.3848025;-1.109983323;-0.981636701;0.02197114
5872;11744;0.178829627;296.4297242;-1.114605831;-0.981711745;0.021510538
5873;11746;0.184985871;306.6343736;-1.118921959;-0.981775201;0.029998884
5874;11748;0.190696432;316.1002553;-1.121952974;-0.981794944;0.021960284
5875;11750;0.1909959;316.596656;-1.123335265;-0.981761518;0.022030796
5876;11752;0.190660163;316.040135;-1.123536864;-0.981696147;0.022105267
5877;11754;0.191237054;316.996396;-1.123437201;-0.981630305;0.02172668
5878;11756;0.192740411;319.4883752;-1.123936915;-0.98158836;0.021488722
5879;11758;0.192289431;318.7408267;-1.125656696;-0.981583098;0.02196681
5880;11760;0.197051233;326.6340355;-1.128692404;-0.981618417;0.029877096
5881;11762;0.20192061;334.7055624;-1.132475254;-0.981688806;0.02188657
5882;11764;0.205323618;340.3464215;-1.135930714;-0.981771648;0.022295838
5883;11766;0.206095838;341.6264603;-1.137862909;-0.981827561;0.021712005
5884;11768;0.208621328;345.8127375;-1.137510786;-0.981822817;0.021715868
5885;11770;0.204205306;338.4926955;-1.134981649;-0.98175986;0.022076928
5886;11772;0.200035678;331.5810805;-1.13121268;-0.981677858;0.030651775
5887;11774;0.198757134;329.4617533;-1.127284376;-0.981616257;0.022532789
5888;11776;0.196378846;325.5194796;-1.124010611;-0.981594669;0.022543941
5889;11778;0.193557201;320.8422944;-1.121725133;-0.981609196;0.021987969
5890;11780;0.193344042;320.4889591;-1.120274104;-0.981642854;0.021023331
5891;11782;0.192709655;319.4373937;-1.119223187;-0.981678234;0.020902693
5892;11784;0.19075292;316.1938907;-1.118058794;-0.981701459;0.022284969
5893;11786;0.190013004;314.9673983;-1.116475329;-0.981700646;0.028425884
5894;11788;0.186923322;309.8459111;-1.114526073;-0.981671281;0.021800732
5895;11790;0.184784755;306.3010017;-1.112633503;-0.981624067;0.021945378
5896;11792;0.183673119;304.4583442;-1.111481439;-0.981585313;0.021682858
5897;11794;0.181477272;300.8184871;-1.111716079;-0.98158567;0.021239629
5898;11796;0.181525382;300.8982338;-1.113520122;-0.981637257;0.028991057
5899;11798;0.184176158;305.2921856;-1.116360573;-0.981714846;0.021100751
5900;11800;0.186994546;309.9639732;-1.119296038;-0.981770911;0.022471174
5901;11802;0.186458412;309.0752724;-1.121614961;-0.981788412;0.021252688
5902;11804;0.189452155;314.0377294;-1.12299617;-0.981792572;0.021189769
5903;11806;0.18991349;314.802444;-1.123313697;-0.981804408;0.030857907
5904;11808;0.190184335;315.2513978;-1.122344858;-0.981809282;0.021696968
5905;11810;0.184029135;305.0484789;-1.120041622;-0.981784439;0.022283119
5906;11812;0.18083841;299.759503;-1.116903205;-0.981729013;0.02166403
5907;11814;0.175234219;290.4699409;-1.113821849;-0.98166218;0.021193024
5908;11816;0.172499662;285.9371123;-1.11178524;-0.981613;0.022298229
5909;11818;0.170691566;282.9399958;-1.111525398;-0.981609021;0.029417965
5910;11820;0.170099031;281.9578042;-1.113129032;-0.981659549;0.021644655
5911;11822;0.171513707;284.302785;-1.115934562;-0.981743397;0.021046598
5912;11824;0.171514272;284.3037203;-1.118866594;-0.981815813;0.020824905
5913;11826;0.176901727;293.2340187;-1.120954188;-0.981838328;0.021023711
5914;11828;0.178611542;296.0682254;-1.121717309;-0.98181003;0.028760532
5915;11830;0.176621342;292.7692496;-1.121419158;-0.981764212;0.022178017
5916;11832;0.174209586;288.7715003;-1.12075832;-0.981730596;0.021864886
5917;11834;0.175025919;290.1246619;-1.120282598;-0.981716287;0.021245356
5918;11836;0.173958316;288.3549923;-1.120177005;-0.981713902;0.021859061
5919;11838;0.173334335;287.3206756;-1.120447202;-0.981716104;0.021428504
5920;11840;0.171828792;284.8250732;-1.12106629;-0.981723497;0.021317945
5921;11842;0.171638526;284.509686;-1.121926184;-0.98173979;0.021139852
5922;11844;0.174970477;290.0327605;-1.122787578;-0.981761438;0.028867769
5923;11846;0.174674157;289.5415777;-1.123359528;-0.981774172;0.021373481
5924;11848;0.174662783;289.5227228;-1.123493707;-0.981763669;0.021377039
5925;11850;0.178971711;296.6652441;-1.123250585;-0.981729549;0.021294975
5926;11852;0.178665042;296.156907;-1.123062773;-0.981692294;0.021527956
5927;11854;0.180621786;299.4004244;-1.12341926;-0.981672478;0.021284513
5928;11856;0.185077349;306.7860089;-1.124543599;-0.981673777;0.029222052
5929;11858;0.185541991;307.5562033;-1.126447583;-0.981684796;0.021849808
5930;11860;0.186110365;308.4983465;-1.12902594;-0.981697738;0.021743771
5931;11862;0.190065131;315.0538049;-1.132205292;-0.981720323;0.021263757
5932;11864;0.193888743;321.3918605;-1.135608346;-0.981760062;0.021808607
5933;11866;0.196413467;325.5768686;-1.138587422;-0.981810647;0.029744685
5934;11868;0.196671343;326.0043264;-1.140468463;-0.981854108;0.022005902
5935;11870;0.198675935;329.3271569;-1.140630384;-0.981871321;0.022053714
5936;11872;0.195813544;324.5824299;-1.138751407;-0.981849103;0.022638172
5937;11874;0.192397834;318.9205154;-1.135175691;-0.981792559;0.029475051
5938;11876;0.184394612;305.6542968;-1.130789386;-0.981725041;0.031532691
5939;11878;0.178497118;295.8785544;-1.126708724;-0.981671663;0.021267753
5940;11880;0.176258349;292.1675494;-1.123785459;-0.981639689;0.020969075
5941;11882;0.176393836;292.3921338;-1.122471336;-0.981621132;0.021390951
5942;11884;0.177934994;294.9467728;-1.122994358;-0.981610645;0.021221683
5943;11886;0.181389215;300.6725224;-1.125496003;-0.981618303;0.021281356
5944;11888;0.185482016;307.456789;-1.129850795;-0.981657444;0.028809441
5945;11890;0.190490041;315.7581399;-1.13536395;-0.981728751;0.021110436
5946;11892;0.195357388;323.8263017;-1.140891061;-0.98181602;0.021067141
5947;11894;0.200856561;332.9417843;-1.145206176;-0.98189353;0.021908822
5948;11896;0.200548078;332.4304391;-1.147119963;-0.981934644;0.021754089
5949;11898;0.198735312;329.4255809;-1.145959749;-0.981924975;0.021388758
5950;11900;0.194794505;322.8932605;-1.14192588;-0.981868565;0.02163172
5951;11902;0.190750799;316.1903754;-1.135845486;-0.981779098;0.028397652
5952;11904;0.185030352;306.7081066;-1.128920735;-0.981677248;0.021364717
5953;11906;0.176923024;293.2693204;-1.122684473;-0.981593341;0.021176412
5954;11908;0.172245217;285.515343;-1.118421531;-0.981555234;0.022044775
5955;11910;0.172242679;285.511135;-1.116633386;-0.981571787;0.02109699
5956;11912;0.175861407;291.5095734;-1.117069562;-0.981625869;0.021264847
5957;11914;0.177543434;294.2977187;-1.118953222;-0.981684287;0.02114638
5958;11916;0.180392223;299.0198987;-1.121455271;-0.98172261;0.021504047
5959;11918;0.184404164;305.6701304;-1.124063959;-0.981744645;0.028894655
5960;11920;0.187920065;311.4981234;-1.126373222;-0.981765734;0.021141364
5961;11922;0.188325538;312.1702388;-1.127924249;-0.981792746;0.022469358
5962;11924;0.184275302;305.4565279;-1.128356712;-0.981818026;0.021477167
5963;11926;0.18560781;307.6653064;-1.127399445;-0.981824217;0.021244722
5964;11928;0.18361828;304.3674413;-1.124934765;-0.981798601;0.021467936
5965;11930;0.179231431;297.0957583;-1.12131756;-0.981747475;0.021786516
