Step;Time[fs];Kin.[a.u.];Temp[K];Pot.[a.u.];Cons Qty;Used time
1914;3828;0.185320776;307.1895167;-1.1120962;-0.981889996;0.02391468
1915;3830;0.177625541;294.4338195;-1.110728512;-0.981897687;0.023690853
1916;3832;0.174603146;289.4238692;-1.108733858;-0.981848176;0.031892169
1917;3834;0.172983593;286.7392813;-1.106891115;-0.981774335;0.023188068
1918;3836;0.176190458;292.0550124;-1.106145388;-0.981723036;0.024039919
1919;3838;0.175414032;290.7680009;-1.107172973;-0.98172811;0.024845852
1920;3840;0.180501754;299.2014588;-1.109973043;-0.981793677;0.024602545
1921;3842;0.182064804;301.7923852;-1.113765477;-0.981891588;0.024894116
1922;3844;0.186560455;309.2444201;-1.11734089;-0.981971218;0.032907065
1923;3846;0.190072378;315.0658173;-1.119705199;-0.981985194;0.023999003
1924;3848;0.192020489;318.2950248;-1.120596596;-0.98192036;0.023150888
1925;3850;0.193213555;320.2726628;-1.120818495;-0.981817224;0.022974668
1926;3852;0.197834716;327.9327437;-1.121737153;-0.981737742;0.02372384
1927;3854;0.199493234;330.6819192;-1.124368123;-0.981724242;0.03246887
1928;3856;0.20287796;336.2924749;-1.128829028;-0.981784047;0.025499519
1929;3858;0.209094531;346.5971233;-1.134099406;-0.981899295;0.024299246
1930;3860;0.211011801;349.7752081;-1.138399957;-0.98203107;0.023802026
1931;3862;0.211190167;350.0708686;-1.139768179;-0.982120981;0.024375914
1932;3864;0.208620234;345.8109235;-1.136815427;-0.982111297;0.023356348
1933;3866;0.20013882;331.7520502;-1.129767384;-0.981997335;0.030794458
1934;3868;0.191471859;317.3856107;-1.12021898;-0.981834504;0.022196549
1935;3870;0.181526242;300.8996599;-1.110594138;-0.981697873;0.023540094
1936;3872;0.17107388;283.5737229;-1.102916065;-0.98162751;0.025127515
1937;3874;0.165995985;275.1565557;-1.09833632;-0.981622513;0.024387797
1938;3876;0.164512558;272.6976127;-1.096875242;-0.981658192;0.023835464
1939;3878;0.164659017;272.9403845;-1.097896863;-0.981710157;0.025027141
1940;3880;0.164591945;272.8292038;-1.100587123;-0.981766567;0.032793334
1941;3882;0.166730739;276.3744898;-1.104189645;-0.981821635;0.023105161
1942;3884;0.172842818;286.5059319;-1.10797725;-0.981863709;0.022932196
1943;3886;0.175861496;291.509722;-1.111253967;-0.981880909;0.022547683
1944;3888;0.180104734;298.5433543;-1.113687211;-0.981877901;0.024529141
1945;3890;0.18084072;299.7633321;-1.115434808;-0.981868684;0.033266453
1946;3892;0.181895492;301.5117315;-1.11663687;-0.981857294;0.024756175
1947;3894;0.179756645;297.9663586;-1.11758479;-0.981840472;0.024252798
1948;3896;0.181115414;300.218667;-1.118632647;-0.981823554;0.025074575
1949;3898;0.183542427;304.2417076;-1.120027494;-0.981823547;0.023438033
1950;3900;0.186468784;309.0924658;-1.121671643;-0.981851455;0.022453645
1951;3902;0.189176828;313.5813459;-1.123045719;-0.981893835;0.022519981
1952;3904;0.187795582;311.2917784;-1.123554207;-0.981921355;0.03214633
1953;3906;0.188092908;311.7846284;-1.122803358;-0.981912396;0.022338083
1954;3908;0.183731067;304.5543986;-1.120946537;-0.981873154;0.02308629
1955;3910;0.182811184;303.0295913;-1.118536118;-0.981827013;0.022626551
1956;3912;0.180446132;299.1092591;-1.116108883;-0.981794632;0.022505585
1957;3914;0.176041561;291.8081997;-1.114138092;-0.981784082;0.022393359
1958;3916;0.175147881;290.326827;-1.11281896;-0.981788107;0.030627605
1959;3918;0.173402517;287.4336934;-1.112108351;-0.981795325;0.023093952
1960;3920;0.170944054;283.3585221;-1.111957781;-0.981804258;0.024873421
1961;3922;0.171105142;283.6255425;-1.112364256;-0.981823464;0.02525538
1962;3924;0.171921605;284.9789195;-1.113140749;-0.981856308;0.024520034
1963;3926;0.173023007;286.8046153;-1.113924743;-0.981883157;0.024444372
1964;3928;0.177715021;294.5821422;-1.114397979;-0.981876109;0.032100573
1965;3930;0.178673153;296.1703513;-1.114574375;-0.981829469;0.02205915
1966;3932;0.175215882;290.439545;-1.115067371;-0.981767889;0.023271229
1967;3934;0.174955234;290.0074928;-1.116811802;-0.981720283;0.024603391
1968;3936;0.181052542;300.1144504;-1.120576974;-0.981711688;0.024993624
1969;3938;0.188308662;312.1422642;-1.12649821;-0.981764747;0.023882769
1970;3940;0.19647103;325.6722858;-1.133936891;-0.98187893;0.024192241
1971;3942;0.205608678;340.8189398;-1.141463405;-0.982017265;0.024003929
1972;3944;0.212635006;352.4658487;-1.14710598;-0.982121903;0.030985142
1973;3946;0.216798286;359.3669411;-1.14930772;-0.982158845;0.02231009
1974;3948;0.216831774;359.4224515;-1.147528701;-0.982132167;0.022311211
1975;3950;0.209045225;346.5153921;-1.142167642;-0.982059061;0.02357566
1976;3952;0.204626269;339.1904884;-1.134336611;-0.981959658;0.02334676
1977;3954;0.194013398;321.5984906;-1.125507633;-0.981852296;0.022544224
1978;3956;0.186118982;308.5126305;-1.117154646;-0.981744083;0.030004428
1979;3958;0.17935184;297.2953505;-1.110975439;-0.981646025;0.023097452
1980;3960;0.174401578;289.089747;-1.10848539;-0.981587372;0.025161525
1981;3962;0.176578967;292.6990092;-1.110504893;-0.981601077;0.023999103
1982;3964;0.181236934;300.4201002;-1.116766691;-0.981699532;0.023273588
1983;3966;0.193840774;321.3123471;-1.125792921;-0.981864865;0.031956592
1984;3968;0.204200844;338.4853;-1.135107062;-0.982053819;0.024366449
1985;3970;0.210882869;349.5614886;-1.141766132;-0.982200512;0.022811997
1986;3972;0.213796066;354.3904334;-1.143702605;-0.982237881;0.025099686
1987;3974;0.211820275;351.1153424;-1.140452084;-0.982122196;0.024010415
1988;3976;0.206932586;343.0134619;-1.133845734;-0.981892494;0.031246568
1989;3978;0.199211989;330.2157257;-1.127168187;-0.981679523;0.023632901
1990;3980;0.195481865;324.0326352;-1.123359167;-0.981615435;0.023623306
1991;3982;0.19396179;321.5129452;-1.123346578;-0.981719278;0.022450911
1992;3984;0.196409065;325.5695713;-1.125665766;-0.981891189;0.0223194
1993;3986;0.198998055;329.861107;-1.127807305;-0.982001059;0.022481909
1994;3988;0.19740054;327.2130495;-1.128181417;-0.981983412;0.032250778
1995;3990;0.193071333;320.036915;-1.127136504;-0.981876897;0.023396997
1996;3992;0.190094956;315.1032433;-1.126354986;-0.981774051;0.022510364
1997;3994;0.192017735;318.2904597;-1.127441942;-0.981747116;0.022499867
1998;3996;0.195256864;323.6596724;-1.130838956;-0.981817181;0.022556753
1999;3998;0.198293449;328.6931446;-1.135558919;-0.98195596;0.022891059
2000;4000;0.199810303;331.2074971;-1.13963269;-0.982095047;0.023951887
2001;4002;0.205298061;340.3040579;-1.141049134;-0.982150868;0.031913933
2002;4004;0.203757728;337.7507857;-1.138935549;-0.982086475;0.023692778
2003;4006;0.199371116;330.4794958;-1.133987125;-0.98194035;0.022943042
2004;4008;0.195930644;324.7765354;-1.128222118;-0.981796369;0.023699018
2005;4010;0.19515354;323.488401;-1.123632851;-0.981710246;0.022780943
2006;4012;0.191562185;317.5353365;-1.121487341;-0.981696295;0.030298419
2007;4014;0.188913861;313.1454477;-1.122032284;-0.981746776;0.022464147
2008;4016;0.189271719;313.7386378;-1.124650249;-0.981839975;0.02425539
2009;4018;0.191645549;317.6735217;-1.128257139;-0.981941061;0.023968293
2010;4020;0.197030706;326.6000091;-1.131660366;-0.982011086;0.024285897
2011;4022;0.198231506;328.5904679;-1.133903488;-0.98201509;0.033972712
2012;4024;0.200147448;331.7663513;-1.134823316;-0.981953987;0.024897673
2013;4026;0.202706182;336.0077337;-1.135076254;-0.98187832;0.022351436
2014;4028;0.202085723;334.9792549;-1.135504728;-0.98183463;0.02229254
2015;4030;0.201429786;333.8919673;-1.136649878;-0.981837485;0.02315034
2016;4032;0.201307976;333.6900533;-1.13848038;-0.981885445;0.032279986
2017;4034;0.201999356;334.8360912;-1.140310796;-0.981964;0.023277017
2018;4036;0.203767544;337.7670581;-1.14097916;-0.982045787;0.023006693
2019;4038;0.199685998;331.0014478;-1.139370806;-0.982098487;0.022525265
2020;4040;0.196260191;325.3227963;-1.134893288;-0.982095339;0.024919793
2021;4042;0.190936097;316.4975259;-1.12754779;-0.982029128;0.025770729
2022;4044;0.18160075;301.0231654;-1.118264221;-0.981916008;0.033038624
2023;4046;0.174294227;288.9118017;-1.10862124;-0.981787514;0.025283759
2024;4048;0.163375059;270.812083;-1.100277415;-0.981680715;0.024521007
2025;4050;0.158719581;263.0951171;-1.094783939;-0.981627455;0.023836036
2026;4052;0.158735254;263.1210965;-1.092856091;-0.981634449;0.022995767
2027;4054;0.160204436;265.5564275;-1.09431218;-0.981690819;0.02562648
2028;4056;0.162562785;269.4656498;-1.098332451;-0.981771365;0.024763639
2029;4058;0.164839416;273.2394151;-1.103897034;-0.981842011;0.034330101
2030;4060;0.168899144;279.9688598;-1.110178147;-0.981881653;0.024352103
2031;4062;0.176410888;292.4203997;-1.116706912;-0.981901155;0.024503843
2032;4064;0.186336295;308.8728494;-1.123184013;-0.981925877;0.022845989
2033;4066;0.192253255;318.6808612;-1.129034704;-0.981966996;0.023019655
2034;4068;0.19772047;327.7433694;-1.133588012;-0.982013558;0.023993511
2035;4070;0.200767189;332.7936404;-1.136182444;-0.982037248;0.030746512
2036;4072;0.202224093;335.2086176;-1.136379198;-0.982012258;0.023790091
2037;4074;0.199442338;330.5975539;-1.134584501;-0.981946228;0.02299913
2038;4076;0.19615649;325.1509003;-1.131808872;-0.981874144;0.023446044
2039;4078;0.191816249;317.956475;-1.129292316;-0.98183054;0.0226915
2040;4080;0.191575099;317.5567427;-1.127796028;-0.981833697;0.032729491
2041;4082;0.19263062;319.3063849;-1.127323168;-0.981888417;0.023554862
2042;4084;0.192055108;318.3524102;-1.127174559;-0.981979579;0.023701683
2043;4086;0.191460906;317.3674555;-1.126154852;-0.982057917;0.025067454
2044;4088;0.188423493;312.3326099;-1.123257864;-0.982056208;0.025608878
2045;4090;0.184391844;305.6497086;-1.118551438;-0.981951768;0.033625114
2046;4092;0.179947735;298.2831103;-1.113379876;-0.981797414;0.024728216
2047;4094;0.176605645;292.7432301;-1.109864548;-0.98168122;0.024705704
2048;4096;0.173493419;287.5843741;-1.10975713;-0.981665395;0.023638683
2049;4098;0.178712743;296.2359763;-1.113360238;-0.981759695;0.022905342
2050;4100;0.183679844;304.4694911;-1.119305693;-0.981918351;0.022724851
2051;4102;0.187261482;310.4064491;-1.125312994;-0.982060814;0.025538975
2052;4104;0.190007152;314.9576989;-1.129546638;-0.98213033;0.033414491
2053;4106;0.191267708;317.0472082;-1.131164418;-0.982108103;0.025281803
2054;4108;0.192404824;318.9321019;-1.130551131;-0.981997941;0.024728521
2055;4110;0.189823826;314.6538157;-1.129384554;-0.981844124;0.024885378
2056;4112;0.193506567;320.7583617;-1.129875847;-0.981744463;0.023344655
2057;4114;0.194279388;322.0393987;-1.133340471;-0.98178731;0.022678315
2058;4116;0.198801692;329.5356137;-1.139092888;-0.981964131;0.03250284
2059;4118;0.203051541;336.5802045;-1.14472159;-0.982166647;0.024508429
2060;4120;0.207190626;343.4411922;-1.147389796;-0.982275792;0.02387227
2061;4122;0.206895546;342.9520644;-1.145338246;-0.982241474;0.023638025
2062;4124;0.201368928;333.7910876;-1.138859029;-0.982100496;0.02387898
2063;4126;0.195532716;324.1169263;-1.129557225;-0.98191883;0.030671505
2064;4128;0.188158696;311.893679;-1.119894835;-0.981762907;0.022151864
2065;4130;0.179164213;296.9843377;-1.112072968;-0.981673652;0.023473472
2066;4132;0.174174871;288.7139553;-1.107433665;-0.981658479;0.023382203
2067;4134;0.172350983;285.690662;-1.10623496;-0.981693412;0.023533153
2068;4136;0.172974169;286.72366;-1.108008318;-0.981747029;0.023585609
2069;4138;0.178135638;295.279362;-1.111942667;-0.981799902;0.032006307
2070;4140;0.181971691;301.6380403;-1.117193378;-0.981847254;0.024660872
2071;4142;0.189584518;314.2571354;-1.12312882;-0.981898692;0.02361787
2072;4144;0.195283436;323.7037177;-1.129030154;-0.98195946;0.025106919
2073;4146;0.198362042;328.8068445;-1.134123858;-0.982022064;0.023212404
2074;4148;0.200167157;331.7990215;-1.137693999;-0.982077247;0.029834967
2075;4150;0.20319287;336.8144727;-1.139104335;-0.982108038;0.022068281
2076;4152;0.203935625;338.0456705;-1.137922951;-0.98208249;0.022132915
2077;4154;0.200128684;331.7352483;-1.134462755;-0.98198725;0.021338688
2078;4156;0.19373473;321.136567;-1.129952345;-0.981855508;0.024189348
2079;4158;0.190961764;316.5400725;-1.126218417;-0.98174902;0.022864274
2080;4160;0.190847331;316.3503878;-1.124730906;-0.981708917;0.030458069
2081;4162;0.191895849;318.088421;-1.126057033;-0.981741555;0.021861841
2082;4164;0.198579271;329.1669252;-1.129735262;-0.981824821;0.021952129
2083;4166;0.204887519;339.623539;-1.134506199;-0.981924166;0.022323237
2084;4168;0.207550828;344.0382655;-1.138808779;-0.982012314;0.030136942
2085;4170;0.211613469;350.7725382;-1.14121598;-0.982073469;0.023339596
2086;4172;0.213794434;354.3877278;-1.140755547;-0.9820908;0.022517937
2087;4174;0.206766721;342.7385224;-1.13713848;-0.982047448;0.022329289
2088;4176;0.202598504;335.8292463;-1.131024754;-0.981952116;0.023528878
2089;4178;0.19540669;323.9080254;-1.123686166;-0.981836931;0.029736643
2090;4180;0.186374829;308.936724;-1.116628636;-0.98173628;0.022842084
2091;4182;0.181230334;300.4091595;-1.111232397;-0.981671552;0.022026833
2092;4184;0.177207279;293.7405042;-1.108377548;-0.981647502;0.022906206
2093;4186;0.177823391;294.7617774;-1.108378609;-0.981661217;0.021570044
2094;4188;0.181027963;300.0737072;-1.111017171;-0.981709825;0.02214207
2095;4190;0.185797867;307.9803459;-1.115554585;-0.981788093;0.03004629
2096;4192;0.190080262;315.0788867;-1.120797178;-0.981878194;0.021882421
2097;4194;0.19454871;322.4858284;-1.125421415;-0.981950863;0.021725616
2098;4196;0.198509997;329.0520965;-1.128444387;-0.981982949;0.02269468
2099;4198;0.199960523;331.4565032;-1.129474232;-0.981972703;0.023892992
2100;4200;0.199133301;330.085292;-1.128692925;-0.981937418;0.02304661
2101;4202;0.199435697;330.5865461;-1.126522227;-0.981896914;0.030241371
2102;4204;0.197459128;327.3101664;-1.1235175;-0.981865368;0.022996076
2103;4206;0.192007222;318.2730329;-1.120112273;-0.981844857;0.022271403
2104;4208;0.184463569;305.768602;-1.11673944;-0.981835422;0.022598223
2105;4210;0.183069395;303.4576052;-1.113599965;-0.981837257;0.023368629
2106;4212;0.182483412;302.4862743;-1.110494753;-0.981836781;0.03028775
2107;4214;0.17994216;298.2738707;-1.107310221;-0.981812601;0.023633347
2108;4216;0.176940449;293.2982045;-1.104299468;-0.98175819;0.02319272
2109;4218;0.175048038;290.161325;-1.10212879;-0.981695978;0.022490615
2110;4220;0.176929242;293.2796275;-1.101542348;-0.981658985;0.023391146
2111;4222;0.17687197;293.1846934;-1.103010029;-0.981662578;0.023096172
2112;4224;0.178785749;296.356991;-1.106493023;-0.981699833;0.022175441
2113;4226;0.18543752;307.3830318;-1.111430696;-0.981759098;0.030388031
2114;4228;0.193284891;320.3909107;-1.116939486;-0.981833923;0.023190671
2115;4230;0.199261484;330.297768;-1.121877166;-0.981919992;0.022839495
2116;4232;0.20134027;333.7435852;-1.12498199;-0.981997572;0.023048644
2117;4234;0.20001015;331.5387652;-1.125195936;-0.982025481;0.02234022
2118;4236;0.197773188;327.8307556;-1.122336473;-0.981974159;0.030730813
2119;4238;0.194058488;321.673232;-1.11712981;-0.981854481;0.022470328
2120;4240;0.189510924;314.1351454;-1.111013966;-0.981715958;0.022563492
2121;4242;0.183620792;304.3716056;-1.105705208;-0.981613276;0.022968399
2122;4244;0.180282739;298.8384165;-1.102596583;-0.981574823;0.02353506
2123;4246;0.178934667;296.6038397;-1.102239004;-0.981595643;0.022054416
2124;4248;0.180179338;298.6670186;-1.104299506;-0.981650997;0.029797093
2125;4250;0.186077284;308.4435104;-1.107906334;-0.98171429;0.022739217
2126;4252;0.188346808;312.2054954;-1.112079974;-0.981773915;0.02294524
2127;4254;0.192323139;318.796701;-1.115870335;-0.981831547;0.022153206
2128;4256;0.192774426;319.5447589;-1.118329841;-0.981880513;0.023155574
2129;4258;0.195375715;323.8566802;-1.118796936;-0.981898581;0.021872485
2130;4260;0.197721899;327.7457371;-1.11706639;-0.981868398;0.023058816
2131;4262;0.191734837;317.8215261;-1.113512751;-0.981797206;0.028983488
2132;4264;0.19120111;316.9368148;-1.109136685;-0.981717466;0.023190459
2133;4266;0.184978522;306.6221928;-1.104927631;-0.981661293;0.022685945
2134;4268;0.181148384;300.2733192;-1.101826442;-0.981646029;0.022939609
2135;4270;0.181795994;301.3468032;-1.100129238;-0.981660505;0.022030593
2136;4272;0.178917118;296.5747506;-1.099655376;-0.981675839;0.022390244
2137;4274;0.178160705;295.3209123;-1.100232641;-0.981673089;0.022324255
2138;4276;0.179066947;296.8231085;-1.101920382;-0.981659321;0.029659786
2139;4278;0.182202243;302.0202062;-1.104918568;-0.981658829;0.023153148
2140;4280;0.184604985;306.0030143;-1.109263301;-0.981691058;0.02253459
2141;4282;0.190023919;314.9854912;-1.11453228;-0.981756178;0.022433877
2142;4284;0.195054331;323.3239512;-1.119773917;-0.981838054;0.023306422
2143;4286;0.197943844;328.113636;-1.1237546;-0.981914287;0.023352234
2144;4288;0.198646463;329.2783037;-1.12523481;-0.981958925;0.029652975
2145;4290;0.196007359;324.9036989;-1.123600742;-0.981951925;0.022189293
2146;4292;0.190715757;316.1322891;-1.119068057;-0.981884382;0.02187648
2147;4294;0.186823883;309.6810803;-1.112619995;-0.981765917;0.021599394
2148;4296;0.179452932;297.4629214;-1.105847141;-0.981628299;0.021430982
2149;4298;0.173245621;287.173622;-1.100893688;-0.981525262;0.022124519
2150;4300;0.168957207;280.0651053;-1.099341866;-0.981499459;0.029965521
2151;4302;0.172485369;285.9134209;-1.101661746;-0.981561989;0.02288713
2152;4304;0.178343142;295.6233226;-1.107059674;-0.981686996;0.022301038
2153;4306;0.184878969;306.4571726;-1.113803222;-0.981826866;0.022592566
2154;4308;0.19076878;316.2201796;-1.119836325;-0.981931746;0.022226137
2155;4310;0.195287393;323.7102767;-1.123552191;-0.981967365;0.022219814
2156;4312;0.197120511;326.7488708;-1.124350843;-0.981925935;0.029406466
2157;4314;0.197990427;328.1908523;-1.122738066;-0.981823483;0.022388449
2158;4316;0.195494954;324.0543317;-1.120095558;-0.981697849;0.022679005
2159;4318;0.194025042;321.6177921;-1.118213862;-0.981597566;0.021534836
2160;4320;0.194700872;322.7380539;-1.118516566;-0.981565643;0.022722155
2161;4322;0.195990586;324.8758957;-1.121518415;-0.9816177;0.02139697
2162;4324;0.204804017;339.4851246;-1.126519177;-0.981731167;0.029106868
2163;4326;0.206103845;341.6397323;-1.13181246;-0.981854403;0.022508683
2164;4328;0.211447063;350.4967022;-1.135659166;-0.981933661;0.022735002
2165;4330;0.214010169;354.7453327;-1.136913439;-0.981933915;0.021825737
2166;4332;0.214087137;354.8729157;-1.135392132;-0.981854974;0.022994988
2167;4334;0.207049986;343.208066;-1.132075564;-0.981742102;0.021789178
2168;4336;0.201344087;333.7499119;-1.128626783;-0.981649218;0.029131524
2169;4338;0.198880829;329.6667913;-1.126462158;-0.981598681;0.023364887
2170;4340;0.196597934;325.8826425;-1.126378783;-0.981592274;0.022545329
2171;4342;0.195360784;323.8319313;-1.128548068;-0.981630843;0.021495756
2172;4344;0.197075298;326.6739253;-1.1324864;-0.981709019;0.02228517
2173;4346;0.197827073;327.9200756;-1.137135684;-0.981802747;0.022055254
2174;4348;0.199321433;330.3971401;-1.141329913;-0.981877545;0.022456187
2175;4350;0.200070214;331.6383271;-1.144203345;-0.981909844;0.022959247
2176;4352;0.20358666;337.4672224;-1.145416329;-0.981900668;0.029985652
2177;4354;0.204912704;339.6652861;-1.145073991;-0.981867592;0.022722422
2178;4356;0.203660205;337.5891316;-1.14357247;-0.981830047;0.021964524
2179;4358;0.20157691;334.1358417;-1.141493536;-0.981806706;0.022946584
2180;4360;0.200101747;331.6905972;-1.139150055;-0.981808184;0.022259655
2181;4362;0.195142699;323.4704315;-1.136614519;-0.981826242;0.022112582
2182;4364;0.192107489;318.4392369;-1.133677485;-0.981836047;0.022935814
2183;4366;0.186343348;308.8845409;-1.130234773;-0.981812514;0.029447317
2184;4368;0.184895095;306.4839032;-1.126643655;-0.981755353;0.022912115
2185;4370;0.181578354;300.9860417;-1.123813705;-0.981696552;0.022067008
2186;4372;0.183210418;303.6913656;-1.122671944;-0.981677289;0.022628536
2187;4374;0.183521281;304.206655;-1.123536949;-0.981712624;0.023198493
2188;4376;0.186579407;309.2758352;-1.126018642;-0.98177917;0.022373927
2189;4378;0.189961455;314.8819501;-1.129275017;-0.981845052;0.029773768
2190;4380;0.192811106;319.6055599;-1.132282838;-0.981894183;0.028316725
2191;4382;0.193146846;320.1620851;-1.134264815;-0.981928337;0.022730967
2192;4384;0.190594626;315.9315014;-1.134698609;-0.981942704;0.022622207
2193;4386;0.188837006;313.0180525;-1.133391069;-0.981923954;0.021885643
2194;4388;0.184188736;305.3130358;-1.1306773;-0.981872816;0.022209154
2195;4390;0.181034481;300.0845121;-1.127308379;-0.981809392;0.02891321
2196;4392;0.179536828;297.6019868;-1.124217984;-0.981756072;0.023135479
2197;4394;0.178835912;296.4401432;-1.122238964;-0.981728097;0.022229889
2198;4396;0.179307186;297.2213314;-1.121780604;-0.981742693;0.023583635
2199;4398;0.181552905;300.9438566;-1.122549486;-0.981807152;0.023287299
2200;4400;0.181842504;301.4238982;-1.123590987;-0.981893164;0.021977207
2201;4402;0.185681941;307.7881865;-1.12361256;-0.981952731;0.029581498
2202;4404;0.185146653;306.9008879;-1.121591325;-0.981949117;0.022056808
2203;4406;0.182636819;302.7405629;-1.117480241;-0.98188297;0.022538388
2204;4408;0.176138345;291.96863;-1.112196966;-0.981790209;0.022525316
2205;4410;0.171325117;283.9901751;-1.107104954;-0.981709365;0.022370568
2206;4412;0.168870107;279.9207276;-1.103469471;-0.98164937;0.022106962
2207;4414;0.166179516;275.4607778;-1.10224979;-0.981614678;0.029968047
2208;4416;0.172611602;286.1226654;-1.103859408;-0.981631657;0.022231399
2209;4418;0.175958036;291.6697469;-1.107844755;-0.981716362;0.021756273
2210;4420;0.180309024;298.8819875;-1.11280168;-0.981845394;0.022713717
2211;4422;0.185215278;307.0146408;-1.116773359;-0.98196484;0.021903455
2212;4424;0.187376833;310.5976556;-1.117979693;-0.982013015;0.021887084
2213;4426;0.183810265;304.685679;-1.115693983;-0.981952082;0.022760762
2214;4428;0.179067853;296.8246098;-1.110917574;-0.981807891;0.030314166
2215;4430;0.175635517;291.1351363;-1.105743619;-0.981662437;0.022891332
2216;4432;0.171591021;284.4309412;-1.1021404;-0.981591529;0.022387493
2217;4434;0.171357555;284.0439461;-1.101105518;-0.981610642;0.022169734
2218;4436;0.177108489;293.5767501;-1.102386531;-0.981684549;0.021580418
2219;4438;0.177153788;293.6518378;-1.104832657;-0.981769374;0.021418449
2220;4440;0.180274619;298.8249571;-1.107056328;-0.98183201;0.029034961
2221;4442;0.182179629;301.9827201;-1.108084743;-0.981854731;0.021733678
2222;4444;0.181928591;301.5665966;-1.107559627;-0.981832095;0.021637638
2223;4446;0.180577792;299.3275002;-1.105810119;-0.981772968;0.021314696
2224;4448;0.178022435;295.0917158;-1.10372068;-0.981700771;0.022327836
2225;4450;0.176128151;291.9517311;-1.102340583;-0.98164386;0.021975347
2226;4452;0.174165849;288.6990012;-1.102505153;-0.981622332;0.029249328
2227;4454;0.175220044;290.4464443;-1.104600294;-0.981640636;0.023055921
2228;4456;0.177314849;293.9188135;-1.108471049;-0.981692201;0.022460443
2229;4458;0.183203229;303.6794494;-1.113478686;-0.981765669;0.021362285
2230;4460;0.187793877;311.288952;-1.118690994;-0.981848368;0.022488237
2231;4462;0.194033208;321.6313275;-1.123029915;-0.981924841;0.021866668
2232;4464;0.192999061;319.917115;-1.125352103;-0.981971639;0.028420735
2233;4466;0.192864885;319.6947035;-1.125130321;-0.981979343;0.022747979
2234;4468;0.191148849;316.8501863;-1.122382675;-0.981952283;0.022198904
2235;4470;0.187954825;311.5557404;-1.117520735;-0.981890537;0.021449209
2236;4472;0.18263162;302.7319456;-1.111374498;-0.98179824;0.021598721
2237;4474;0.177529952;294.2753705;-1.105024604;-0.981695784;0.029776874
2238;4476;0.17128187;283.9184895;-1.099755356;-0.981614676;0.022099947
2239;4478;0.17108639;283.5944591;-1.09651015;-0.981570745;0.021898282
2240;4480;0.171393929;284.1042385;-1.095716038;-0.981559689;0.022100169
2241;4482;0.171351621;284.0341092;-1.09740904;-0.981571249;0.021246284
2242;4484;0.173450668;287.5135099;-1.101356279;-0.981604325;0.022341333
2243;4486;0.17891757;296.575499;-1.107041567;-0.981667416;0.021770921
2244;4488;0.182069542;301.8002386;-1.113589503;-0.981759322;0.030108463
2245;4490;0.190347007;315.5210453;-1.119763465;-0.981857549;0.022089061
2246;4492;0.197339289;327.1115198;-1.124216089;-0.9819288;0.022146147
2247;4494;0.198551668;329.1211716;-1.125811673;-0.981947438;0.022011681
2248;4496;0.197024321;326.5894251;-1.124279524;-0.981912865;0.022281345
2249;4498;0.192496016;319.0832632;-1.120066605;-0.981842821;0.022086324
2250;4500;0.185805731;307.9933824;-1.1142008;-0.981761056;0.029432214
2251;4502;0.178709035;296.2298292;-1.107876295;-0.981685875;0.022061604
2252;4504;0.174248636;288.8362286;-1.102148123;-0.981631204;0.022592003
2253;4506;0.170180713;282.093201;-1.097743514;-0.981599679;0.02268955
2254;4508;0.168377336;279.1039062;-1.094959692;-0.981581564;0.022049564
2255;4510;0.170095434;281.9518421;-1.093887626;-0.98157372;0.022548828
2256;4512;0.170976733;283.4126904;-1.094502162;-0.981584562;0.030345192
2257;4514;0.172694559;286.260176;-1.096583791;-0.981617344;0.022243172
2258;4516;0.177377818;294.0231924;-1.099653138;-0.981659111;0.021884084
2259;4518;0.18313414;303.5649272;-1.103064099;-0.981689386;0.021500709
2260;4520;0.18768474;311.1080451;-1.106277693;-0.981703191;0.023241613
2261;4522;0.193707886;321.0920714;-1.108987818;-0.981717989;0.022551734
2262;4524;0.196278587;325.35329;-1.110915895;-0.981747392;0.029315888
2263;4526;0.195957366;324.820831;-1.111715044;-0.981781294;0.021857408
2264;4528;0.194984666;323.2084742;-1.11108705;-0.981794844;0.022183175
2265;4530;0.192706939;319.4328906;-1.108884574;-0.9817717;0.021542337
2266;4532;0.18805727;311.7255546;-1.105492515;-0.981726453;0.021603111
2267;4534;0.183770484;304.6197368;-1.101668037;-0.981690291;0.028880278
2268;4536;0.178934805;296.604069;-1.097877423;-0.981667297;0.022584271
2269;4538;0.172361804;285.7085979;-1.094560155;-0.981638789;0.023100108
2270;4540;0.170639784;282.8541609;-1.092208316;-0.981596203;0.023282461
2271;4542;0.173031486;286.8186703;-1.091389707;-0.981555186;0.021488667
2272;4544;0.171341681;284.0176333;-1.092648913;-0.98154503;0.02305088
2273;4546;0.174950291;289.9992992;-1.096153629;-0.981586468;0.030044459
2274;4548;0.18027543;298.826302;-1.10136511;-0.981678079;0.02208284
2275;4550;0.185476815;307.4481677;-1.107008611;-0.981793107;0.021390405
2276;4552;0.190195485;315.2698815;-1.111482267;-0.981888517;0.021488504
2277;4554;0.189030762;313.3392245;-1.113406814;-0.981925979;0.022329489
2278;4556;0.186785024;309.6166676;-1.112302372;-0.981896553;0.022266559
2279;4558;0.183198201;303.6711149;-1.108642418;-0.981818136;0.030513601
2280;4560;0.177325259;293.9360699;-1.10354597;-0.981713614;0.023010192
2281;4562;0.171889241;284.925273;-1.098627594;-0.981603994;0.022741097
